noise,acc_mean,acc_std,auc_mean,auc_std,ams_mean,ams_std
0.0,0.78559,0.0,0.9119951982345861,0.0,3.5260602951103692,0.0
0.05,0.779752,0.0005452485671691374,0.9076018691425375,0.00035452297965489645,3.358142929352346,0.03675887782304172
0.1,0.765404,0.00034656024007379503,0.8950847720188804,0.000559377895535649,2.98569223868597,0.040152010230349144
0.2,0.73082,0.0006164414002968895,0.8530555318334405,0.0010117070154384569,2.0957576630255934,0.0225729475480625
